source_b TotalCurrent(IdVg_VdSat_n1188_des) X,source_b TotalCurrent(IdVg_VdSat_n1188_des) Y,source_b TotalCurrent(IdVg_VdSat_n1988_des) X,source_b TotalCurrent(IdVg_VdSat_n1988_des) Y,source_b TotalCurrent(IdVg_VdSat_n2020_des) X,source_b TotalCurrent(IdVg_VdSat_n2020_des) Y,source_b TotalCurrent(IdVg_VdSat_n2052_des) X,source_b TotalCurrent(IdVg_VdSat_n2052_des) Y,source_b TotalCurrent(IdVg_VdSat_n2084_des) X,source_b TotalCurrent(IdVg_VdSat_n2084_des) Y,source_b TotalCurrent(IdVg_VdSat_n2116_des) X,source_b TotalCurrent(IdVg_VdSat_n2116_des) Y,source_b TotalCurrent(IdVg_VdSat_n2148_des) X,source_b TotalCurrent(IdVg_VdSat_n2148_des) Y,source_b TotalCurrent(IdVg_VdSat_n2180_des) X,source_b TotalCurrent(IdVg_VdSat_n2180_des) Y,source_b TotalCurrent(IdVg_VdSat_n2212_des) X,source_b TotalCurrent(IdVg_VdSat_n2212_des) Y,source_b TotalCurrent(IdVg_VdSat_n2244_des) X,source_b TotalCurrent(IdVg_VdSat_n2244_des) Y,source_b TotalCurrent(IdVg_VdSat_n2276_des) X,source_b TotalCurrent(IdVg_VdSat_n2276_des) Y,source_b TotalCurrent(IdVg_VdSat_n2308_des) X,source_b TotalCurrent(IdVg_VdSat_n2308_des) Y,source_b TotalCurrent(IdVg_VdSat_n2340_des) X,source_b TotalCurrent(IdVg_VdSat_n2340_des) Y,source_b TotalCurrent(IdVg_VdSat_n2372_des) X,source_b TotalCurrent(IdVg_VdSat_n2372_des) Y,source_b TotalCurrent(IdVg_VdSat_n2404_des) X,source_b TotalCurrent(IdVg_VdSat_n2404_des) Y,source_b TotalCurrent(IdVg_VdSat_n2436_des) X,source_b TotalCurrent(IdVg_VdSat_n2436_des) Y,source_b TotalCurrent(IdVg_VdSat_n2468_des) X,source_b TotalCurrent(IdVg_VdSat_n2468_des) Y,source_b TotalCurrent(IdVg_VdSat_n2500_des) X,source_b TotalCurrent(IdVg_VdSat_n2500_des) Y,source_b TotalCurrent(IdVg_VdSat_n2532_des) X,source_b TotalCurrent(IdVg_VdSat_n2532_des) Y,source_b TotalCurrent(IdVg_VdSat_n2564_des) X,source_b TotalCurrent(IdVg_VdSat_n2564_des) Y,source_b TotalCurrent(IdVg_VdSat_n2596_des) X,source_b TotalCurrent(IdVg_VdSat_n2596_des) Y,source_b TotalCurrent(IdVg_VdSat_n2628_des) X,source_b TotalCurrent(IdVg_VdSat_n2628_des) Y,source_b TotalCurrent(IdVg_VdSat_n2660_des) X,source_b TotalCurrent(IdVg_VdSat_n2660_des) Y,source_b TotalCurrent(IdVg_VdSat_n2692_des) X,source_b TotalCurrent(IdVg_VdSat_n2692_des) Y,source_b TotalCurrent(IdVg_VdSat_n2724_des) X,source_b TotalCurrent(IdVg_VdSat_n2724_des) Y,source_b TotalCurrent(IdVg_VdSat_n2756_des) X,source_b TotalCurrent(IdVg_VdSat_n2756_des) Y,source_b TotalCurrent(IdVg_VdSat_n2788_des) X,source_b TotalCurrent(IdVg_VdSat_n2788_des) Y,source_b TotalCurrent(IdVg_VdSat_n2820_des) X,source_b TotalCurrent(IdVg_VdSat_n2820_des) Y,source_b TotalCurrent(IdVg_VdSat_n2852_des) X,source_b TotalCurrent(IdVg_VdSat_n2852_des) Y,source_b TotalCurrent(IdVg_VdSat_n2884_des) X,source_b TotalCurrent(IdVg_VdSat_n2884_des) Y,source_b TotalCurrent(IdVg_VdSat_n2916_des) X,source_b TotalCurrent(IdVg_VdSat_n2916_des) Y,source_b TotalCurrent(IdVg_VdSat_n2948_des) X,source_b TotalCurrent(IdVg_VdSat_n2948_des) Y,source_b TotalCurrent(IdVg_VdSat_n2980_des) X,source_b TotalCurrent(IdVg_VdSat_n2980_des) Y,source_b TotalCurrent(IdVg_VdSat_n3012_des) X,source_b TotalCurrent(IdVg_VdSat_n3012_des) Y,source_b TotalCurrent(IdVg_VdSat_n3044_des) X,source_b TotalCurrent(IdVg_VdSat_n3044_des) Y,source_b TotalCurrent(IdVg_VdSat_n3076_des) X,source_b TotalCurrent(IdVg_VdSat_n3076_des) Y,source_b TotalCurrent(IdVg_VdSat_n3108_des) X,source_b TotalCurrent(IdVg_VdSat_n3108_des) Y,source_b TotalCurrent(IdVg_VdSat_n3140_des) X,source_b TotalCurrent(IdVg_VdSat_n3140_des) Y,source_b TotalCurrent(IdVg_VdSat_n3172_des) X,source_b TotalCurrent(IdVg_VdSat_n3172_des) Y
-0.15995177,-2.7824725e-16,-0.16080166,1.6731757e-09,-0.1748208,3.1485222e-09,-0.21632772,1.4103028e-08,-0.21566205,1.5112624e-08,-0.21510402,1.4738409e-08,-0.21664372,1.4942833e-08,-0.21730706,1.4979231e-08,-0.2147085,1.3253471e-08,-0.21736912,1.4229911e-08,-0.15986028,1.9261723e-09,-0.21805283,1.4337901e-08,-0.21782493,1.435291e-08,-0.21759703,1.4277766e-08,-0.21759703,1.4308572e-08,-0.21782493,1.4532792e-08,-0.21782493,1.4805705e-08,-0.21736912,1.4812028e-08,-0.21759703,1.5145275e-08,-0.21714122,1.5102383e-08,-0.19543474,7.0174391e-09,-0.21727402,1.5577651e-08,-0.21733364,1.5752929e-08,-0.19065132,6.1778192e-09,-0.19109373,6.3867819e-09,-0.17669155,3.8694457e-09,-0.19109373,6.5720697e-09,-0.19082479,6.5509427e-09,-0.21622961,1.6283917e-08,-0.16237672,2.429384e-09,-0.16221418,2.4310631e-09,-0.21554591,1.6282178e-08,-0.16237672,2.5102213e-09,-0.16237672,2.5245553e-09,-0.16237672,2.5511749e-09,-0.16221418,2.5596455e-09,-0.16221418,2.5703202e-09,-0.17652901,4.299965e-09,-0.17669155,4.3807402e-09
-0.17495177,5.8202671e-18,-0.17580166,2.7720729e-09,-0.1898208,5.2138303e-09,-0.23132772,2.3254574e-08,-0.23066205,2.486084e-08,-0.23010402,2.4280858e-08,-0.23164372,2.4693391e-08,-0.23230706,2.4795798e-08,-0.2297085,2.2062098e-08,-0.23236912,2.3771883e-08,-0.17486028,3.2290956e-09,-0.23305283,2.4236872e-08,-0.23282493,2.4241968e-08,-0.23259703,2.4116468e-08,-0.23259703,2.4186527e-08,-0.23282493,2.4717836e-08,-0.23282493,2.5177626e-08,-0.23236912,2.5161467e-08,-0.23259703,2.5714262e-08,-0.23214122,2.5670477e-08,-0.21043474,1.1984259e-08,-0.23227402,2.648885e-08,-0.23233364,2.675157e-08,-0.20565132,1.0572234e-08,-0.20609373,1.0904531e-08,-0.19169155,6.6235923e-09,-0.20609373,1.1190157e-08,-0.20582479,1.1150524e-08,-0.23122961,2.7500122e-08,-0.17737672,4.1586443e-09,-0.17721418,4.1622765e-09,-0.23054591,2.7431586e-08,-0.17737672,4.2846452e-09,-0.17737672,4.3061192e-09,-0.17737672,4.3449398e-09,-0.17721418,4.3547306e-09,-0.17721418,4.3715878e-09,-0.19152901,7.2975882e-09,-0.19169155,7.4355067e-09
-0.18995177,-1.1755724e-16,-0.19080166,4.5917111e-09,-0.2048208,8.6302581e-09,-0.24632772,3.8235554e-08,-0.24566205,4.0797895e-08,-0.24510402,3.9910806e-08,-0.24664372,4.0705536e-08,-0.24730706,4.0947108e-08,-0.2447085,3.6655212e-08,-0.24736912,3.96189e-08,-0.18986028,5.4173985e-09,-0.24805283,4.0787299e-08,-0.24782493,4.077675e-08,-0.24759703,4.0593129e-08,-0.24759703,4.0796459e-08,-0.24782493,4.1870308e-08,-0.24782493,4.258589e-08,-0.24736912,4.252989e-08,-0.24759703,4.3461389e-08,-0.24714122,4.3485035e-08,-0.22543474,2.0426397e-08,-0.24727402,4.4748384e-08,-0.24733364,4.5150165e-08,-0.22065132,1.7995271e-08,-0.22109373,1.8526984e-08,-0.20669155,1.1289082e-08,-0.22109373,1.897685e-08,-0.22082479,1.8912965e-08,-0.24622961,4.6205832e-08,-0.19237672,7.0978254e-09,-0.19221418,7.0984095e-09,-0.24554591,4.6021083e-08,-0.19237672,7.2847639e-09,-0.19237672,7.3159459e-09,-0.19237672,7.373546e-09,-0.19221418,7.3867866e-09,-0.19221418,7.4145846e-09,-0.20652901,1.2359561e-08,-0.20669155,1.258706e-08
-0.20495177,-6.8756394e-18,-0.20580166,7.6000102e-09,-0.2198208,1.4270274e-08,-0.26132772,6.2590031e-08,-0.26066205,6.6715628e-08,-0.26010402,6.5392299e-08,-0.26164372,6.6876247e-08,-0.26230706,6.7396253e-08,-0.2597085,6.0704969e-08,-0.26236912,6.5798515e-08,-0.20486028,9.0930214e-09,-0.26305283,6.8240277e-08,-0.26282493,6.8255309e-08,-0.26259703,6.8072182e-08,-0.26259703,6.8629227e-08,-0.26282493,7.0457359e-08,-0.26282493,7.1574286e-08,-0.26236912,7.1459636e-08,-0.26259703,7.3089386e-08,-0.26214122,7.3160996e-08,-0.24043474,3.4690305e-08,-0.26227402,7.5062014e-08,-0.26233364,7.5685378e-08,-0.23565132,3.0464588e-08,-0.23609373,3.1321799e-08,-0.22169155,1.9153847e-08,-0.23609373,3.2062352e-08,-0.23582479,3.1939863e-08,-0.26122961,7.7163176e-08,-0.20737672,1.2058643e-08,-0.20721418,1.2051046e-08,-0.26054591,7.6818349e-08,-0.20737672,1.2335653e-08,-0.20737672,1.2382657e-08,-0.20737672,1.2474572e-08,-0.20721418,1.2497963e-08,-0.20721418,1.2550768e-08,-0.22152901,2.0869084e-08,-0.22169155,2.1245821e-08
-0.21995177,-8.9361718e-17,-0.22080166,1.2559678e-08,-0.2348208,2.3549451e-08,-0.27632772,1.0177306e-07,-0.27566205,1.0853337e-07,-0.27510402,1.0664786e-07,-0.27664372,1.0935572e-07,-0.27730706,1.1041149e-07,-0.2747085,1.0004619e-07,-0.27736912,1.0873453e-07,-0.21986028,1.5264726e-08,-0.27805283,1.1335349e-07,-0.27782493,1.1359574e-07,-0.27759703,1.1361506e-07,-0.27759703,1.1468718e-07,-0.27782493,1.1758124e-07,-0.27782493,1.1933954e-07,-0.27736912,1.1917457e-07,-0.27759703,1.2201548e-07,-0.27714122,1.2194816e-07,-0.25543474,5.8506099e-08,-0.27727402,1.2484068e-07,-0.27733364,1.2581254e-07,-0.25065132,5.1279731e-08,-0.25109373,5.2670094e-08,-0.23669155,3.2351381e-08,-0.25109373,5.3865021e-08,-0.25082479,5.3625446e-08,-0.27622961,1.2784594e-07,-0.22237672,2.0395426e-08,-0.22221418,2.0372428e-08,-0.27554591,1.2737389e-07,-0.22237672,2.08137e-08,-0.22237672,2.0889892e-08,-0.22237672,2.1046743e-08,-0.22221418,2.1106297e-08,-0.22221418,2.1196207e-08,-0.23652901,3.5113588e-08,-0.23669155,3.5725834e-08
-0.23495177,4.2897002e-16,-0.23580166,2.0699491e-08,-0.2498208,3.8732554e-08,-0.29132772,1.6384547e-07,-0.29066205,1.7522083e-07,-0.29010402,1.7276355e-07,-0.29164372,1.7760757e-07,-0.29230706,1.7965117e-07,-0.2897085,1.6372523e-07,-0.29236912,1.7841021e-07,-0.23486028,2.5619805e-08,-0.29305283,1.8655273e-07,-0.29282493,1.8760366e-07,-0.29259703,1.8791584e-07,-0.29259703,1.8961057e-07,-0.29282493,1.9411256e-07,-0.29282493,1.9688833e-07,-0.29236912,1.9680588e-07,-0.29259703,2.0128737e-07,-0.29214122,2.0091005e-07,-0.27043474,9.7851764e-08,-0.29227402,2.0530537e-07,-0.29233364,2.0682035e-07,-0.26565132,8.5739236e-08,-0.26609373,8.8032002e-08,-0.25169155,5.4394787e-08,-0.26609373,8.9854279e-08,-0.26582479,8.9428144e-08,-0.29122961,2.0952454e-07,-0.23737672,3.4339897e-08,-0.23721418,3.4285656e-08,-0.29054591,2.088673e-07,-0.23737672,3.4994343e-08,-0.23737672,3.5126875e-08,-0.23737672,3.5423018e-08,-0.23721418,3.5520441e-08,-0.23721418,3.5666081e-08,-0.25152901,5.8794433e-08,-0.25169155,5.9776892e-08
-0.24995177,-4.8448579e-19,-0.25080166,3.3962936e-08,-0.2648208,6.3363499e-08,-0.30632772,2.6000109e-07,-0.30566205,2.797694e-07,-0.30510402,2.7715657e-07,-0.30664372,2.8565312e-07,-0.30730706,2.894219e-07,-0.3047085,2.6525876e-07,-0.30736912,2.8964223e-07,-0.24986028,4.2957619e-08,-0.30805283,3.03258e-07,-0.30782493,3.0593729e-07,-0.30759703,3.0641739e-07,-0.30759703,3.0894836e-07,-0.30782493,3.1583356e-07,-0.30782493,3.2021713e-07,-0.30736912,3.2023773e-07,-0.30759703,3.2683463e-07,-0.30714122,3.2593187e-07,-0.28543474,1.619997e-07,-0.30727402,3.3256417e-07,-0.30733364,3.349967e-07,-0.28065132,1.4215126e-07,-0.28109373,1.4590589e-07,-0.26669155,9.0840195e-08,-0.28109373,1.4854969e-07,-0.28082479,1.4781737e-07,-0.30622961,3.3841852e-07,-0.25237672,5.7514439e-08,-0.25221418,5.7410014e-08,-0.30554591,3.3730906e-07,-0.25237672,5.860989e-08,-0.25237672,5.8859448e-08,-0.25237672,5.934973e-08,-0.25221418,5.9495451e-08,-0.25221418,5.9728755e-08,-0.26652901,9.7781306e-08,-0.26669155,9.9334098e-08
-0.26495177,-8.7367837e-19,-0.26580166,5.5335875e-08,-0.2798208,1.0279657e-07,-0.32132772,4.0444783e-07,-0.32066205,4.3980181e-07,-0.32010402,4.3856709e-07,-0.32164372,4.5315708e-07,-0.32230706,4.5975088e-07,-0.3197085,4.238018e-07,-0.32236912,4.6300145e-07,-0.26486028,7.178731e-08,-0.32305283,4.8497543e-07,-0.32282493,4.8981863e-07,-0.32259703,4.9035114e-07,-0.32259703,4.9402778e-07,-0.32282493,5.0434376e-07,-0.32282493,5.1127529e-07,-0.32236912,5.1094635e-07,-0.32259703,5.2052409e-07,-0.32214122,5.1883867e-07,-0.30043474,2.6460052e-07,-0.32227402,5.2902532e-07,-0.32233364,5.3268377e-07,-0.29565132,2.3299843e-07,-0.29609373,2.3866575e-07,-0.28169155,1.5024721e-07,-0.29609373,2.4253863e-07,-0.29582479,2.4133471e-07,-0.32122961,5.3705146e-07,-0.26737672,9.5716518e-08,-0.26721418,9.5543603e-08,-0.32054591,5.3495845e-07,-0.26737672,9.7617013e-08,-0.26737672,9.8011386e-08,-0.26737672,9.8780809e-08,-0.26721418,9.8984601e-08,-0.26721418,9.9348028e-08,-0.28152901,1.6106646e-07,-0.28169155,1.6347888e-07
-0.27995177,8.8757836e-17,-0.28080166,8.9200596e-08,-0.2948208,1.6468743e-07,-0.33632772,6.1312427e-07,-0.33566205,6.7735675e-07,-0.33510402,6.8158896e-07,-0.33664372,7.0602027e-07,-0.33730706,7.1691375e-07,-0.3347085,6.6475614e-07,-0.33736912,7.2510706e-07,-0.27986028,1.191501e-07,-0.33805283,7.5938675e-07,-0.33782493,7.6666261e-07,-0.33759703,7.6718013e-07,-0.33759703,7.7241965e-07,-0.33782493,7.8764377e-07,-0.33782493,7.9803028e-07,-0.33736912,7.9688668e-07,-0.33759703,8.1058371e-07,-0.33714122,8.0791639e-07,-0.31543474,4.2473579e-07,-0.33727402,8.2309652e-07,-0.33733364,8.2809128e-07,-0.31065132,3.7558143e-07,-0.31109373,3.8398087e-07,-0.29669155,2.4535062e-07,-0.31109373,3.8972756e-07,-0.31082479,3.878524e-07,-0.33622961,8.3380099e-07,-0.28237672,1.5793031e-07,-0.28221418,1.5768717e-07,-0.33554591,8.301387e-07,-0.28237672,1.6105756e-07,-0.28237672,1.6165953e-07,-0.28237672,1.6283346e-07,-0.28221418,1.6309645e-07,-0.28221418,1.6364971e-07,-0.29652901,2.6182995e-07,-0.29669155,2.6550767e-07
-0.28745177,9.7233366e-19,-0.29580166,1.4154469e-07,-0.3098208,2.5909613e-07,-0.35132772,9.0060377e-07,-0.35066205,1.0167232e-06,-0.35010402,1.035848e-06,-0.35164372,1.0759875e-06,-0.35230706,1.0929972e-06,-0.3497085,1.0194495e-06,-0.35236912,1.1081569e-06,-0.29486028,1.9580596e-07,-0.35305283,1.1593247e-06,-0.35282493,1.1692466e-06,-0.35259703,1.1697082e-06,-0.35259703,1.1770428e-06,-0.35282493,1.1992189e-06,-0.35282493,1.213638e-06,-0.35236912,1.2115373e-06,-0.35259703,1.2307826e-06,-0.35214122,1.2273092e-06,-0.33043474,6.6803805e-07,-0.35227402,1.2484565e-06,-0.35233364,1.2552277e-06,-0.32565132,5.9353138e-07,-0.32609373,6.0598963e-07,-0.31169155,3.9417658e-07,-0.32609373,6.1453446e-07,-0.32582479,6.1177099e-07,-0.35122961,1.262649e-06,-0.29737672,2.5743191e-07,-0.29721418,2.5708359e-07,-0.35054591,1.2567518e-06,-0.29737672,2.6219364e-07,-0.29737672,2.6309158e-07,-0.29737672,2.6484314e-07,-0.29721418,2.6516287e-07,-0.29721418,2.6598933e-07,-0.31152901,4.1882975e-07,-0.31169155,4.2433701e-07
-0.29743677,-3.6911093e-18,-0.29603603,1.4254709e-07,-0.3248208,3.9769954e-07,-0.36632772,1.2752682e-06,-0.36566205,1.480011e-06,-0.36510402,1.5335121e-06,-0.36664372,1.5989737e-06,-0.36730706,1.6243912e-06,-0.3647085,1.5236674e-06,-0.36736912,1.6482451e-06,-0.30986028,3.175207e-07,-0.36805283,1.7211616e-06,-0.36782493,1.7343233e-06,-0.36759703,1.7348126e-06,-0.36759703,1.7450876e-06,-0.36782493,1.776373e-06,-0.36782493,1.7957767e-06,-0.36736912,1.7925495e-06,-0.36759703,1.8193042e-06,-0.36714122,1.8152546e-06,-0.34543474,1.0263286e-06,-0.36727402,1.8432948e-06,-0.36733364,1.8524794e-06,-0.34065132,9.1683858e-07,-0.34109373,9.3485735e-07,-0.32669155,6.212283e-07,-0.34109373,9.4740478e-07,-0.34082479,9.4339945e-07,-0.36622961,1.8619597e-06,-0.31237672,4.128973e-07,-0.31221418,4.122744e-07,-0.36554591,1.8531578e-06,-0.31237672,4.1986719e-07,-0.31237672,4.2118337e-07,-0.31237672,4.2375772e-07,-0.31221418,4.2413515e-07,-0.31221418,4.2535089e-07,-0.32652901,6.5708988e-07,-0.32669155,6.651075e-07
-0.31073014,-1.4403727e-17,-0.29619096,1.4321314e-07,-0.3398208,5.9180472e-07,-0.38132772,1.7366053e-06,-0.38066205,2.0811134e-06,-0.38010402,2.2040094e-06,-0.38164372,2.3117187e-06,-0.38230706,2.3488843e-06,-0.3797085,2.2151143e-06,-0.38236912,2.382883e-06,-0.32486028,5.0600323e-07,-0.38305283,2.4824534e-06,-0.38282493,2.4997008e-06,-0.38259703,2.5005498e-06,-0.38259703,2.5149445e-06,-0.38282493,2.5571779e-06,-0.38282493,2.5829557e-06,-0.38236912,2.5789321e-06,-0.38259703,2.6157093e-06,-0.38214122,2.6104031e-06,-0.36043474,1.5360751e-06,-0.38227402,2.6469589e-06,-0.38233364,2.6591602e-06,-0.35565132,1.3808691e-06,-0.35609373,1.4062479e-06,-0.34169155,9.5703241e-07,-0.35609373,1.4239591e-06,-0.35582479,1.4181506e-06,-0.38122961,2.6709572e-06,-0.32737672,6.4928169e-07,-0.32721418,6.4824758e-07,-0.38054591,2.6585623e-06,-0.32737672,6.5926217e-07,-0.32737672,6.611523e-07,-0.32737672,6.6484002e-07,-0.32721418,6.6524281e-07,-0.32721418,6.669833e-07,-0.34152901,1.0072576e-06,-0.34169155,1.0185708e-06
-0.31823014,-1.263338e-18,-0.29629408,1.4365805e-07,-0.3548208,8.4936801e-07,-0.39632772,2.2757059e-06,-0.39566205,2.8204621e-06,-0.39510402,3.0666154e-06,-0.39664372,3.2464501e-06,-0.39730706,3.3015336e-06,-0.3947085,3.1305832e-06,-0.39736912,3.3480876e-06,-0.33986028,7.8916321e-07,-0.39805283,3.4789146e-06,-0.39782493,3.501489e-06,-0.39759703,3.5033971e-06,-0.39759703,3.5229919e-06,-0.39782493,3.5781951e-06,-0.39782493,3.6120846e-06,-0.39736912,3.6080733e-06,-0.39759703,3.6569583e-06,-0.39714122,3.6499243e-06,-0.37543474,2.2359141e-06,-0.39727402,3.6969538e-06,-0.39733364,3.7127583e-06,-0.37065132,2.0245349e-06,-0.37109373,2.0591931e-06,-0.35669155,1.4375828e-06,-0.37109373,2.0830116e-06,-0.37082479,2.074941e-06,-0.39622961,3.7276204e-06,-0.34237672,9.9737961e-07,-0.34221418,9.9575476e-07,-0.39554591,3.711198e-06,-0.34237672,1.01126e-06,-0.34237672,1.0138653e-06,-0.34237672,1.0190044e-06,-0.34221418,1.0193562e-06,-0.34221418,1.021793e-06,-0.35652901,1.5057281e-06,-0.35669155,1.5212672e-06
-0.32821514,1.9776917e-16,-0.29631149,1.4373325e-07,-0.3698208,1.1719738e-06,-0.41132772,2.8770654e-06,-0.40316205,3.2379499e-06,-0.41010402,4.1235083e-06,-0.41164372,4.4242824e-06,-0.41230706,4.5096136e-06,-0.4097085,4.3028198e-06,-0.41236912,4.5757233e-06,-0.35486028,1.2003437e-06,-0.41305283,4.7420349e-06,-0.41282493,4.7717474e-06,-0.41259703,4.7755757e-06,-0.41259703,4.8012969e-06,-0.41282493,4.8720233e-06,-0.41282493,4.9161593e-06,-0.41236912,4.9135486e-06,-0.41259703,4.976026e-06,-0.41214122,4.9675891e-06,-0.39043474,3.1642685e-06,-0.41227402,5.0272241e-06,-0.41233364,5.0472926e-06,-0.38565132,2.8869326e-06,-0.38609373,2.9326768e-06,-0.37169155,2.1018497e-06,-0.38609373,2.9634959e-06,-0.38582479,2.9527365e-06,-0.41122961,5.0669288e-06,-0.35737672,1.4934368e-06,-0.35721418,1.4910204e-06,-0.41054591,5.0464253e-06,-0.35737672,1.5122204e-06,-0.35737672,1.515776e-06,-0.35737672,1.5227086e-06,-0.35721418,1.5230027e-06,-0.35721418,1.5262735e-06,-0.37152901,2.1915138e-06,-0.37169155,2.2121852e-06
-0.33486182,-1.7110869e-17,-,-,-0.3848208,1.5537997e-06,-0.42632772,3.5222605e-06,-0.41307705,3.8326139e-06,-0.42510402,5.3572193e-06,-0.42664372,5.8486382e-06,-0.42730706,5.9869815e-06,-0.4247085,5.7584549e-06,-0.42736912,6.0923745e-06,-0.36986028,1.7763933e-06,-0.42805283,6.297853e-06,-0.42782493,6.336926e-06,-0.42759703,6.3434804e-06,-0.42759703,6.3763963e-06,-0.42782493,6.4654954e-06,-0.42782493,6.5223311e-06,-0.42736912,6.5225637e-06,-0.42759703,6.6002726e-06,-0.42714122,6.5913018e-06,-0.40543474,4.3568483e-06,-0.42727402,6.6657878e-06,-0.42733364,6.690776e-06,-0.40065132,4.0049958e-06,-0.40109373,4.0634983e-06,-0.38669155,2.988562e-06,-0.40109373,4.1025636e-06,-0.40082479,4.0887858e-06,-0.42622961,6.718077e-06,-0.37237672,2.1765531e-06,-0.37221418,2.1731384e-06,-0.42554591,6.6939397e-06,-0.37237672,2.2012994e-06,-0.37237672,2.2059807e-06,-0.37237672,2.2150998e-06,-0.37221418,2.2152451e-06,-0.37221418,2.2195418e-06,-0.38652901,3.103601e-06,-0.38669155,3.1303164e-06
-0.34371077,-2.6455861e-17,-,-,-0.3923208,1.763471e-06,-0.44132772,4.1930223e-06,-0.42618468,4.6806964e-06,-0.44010402,6.7338352e-06,-0.44164372,7.5001779e-06,-0.44230706,7.7270584e-06,-0.4397085,7.5140106e-06,-0.44236912,7.9171703e-06,-0.38486028,2.5549535e-06,-0.44305283,8.1647909e-06,-0.44282493,8.2155384e-06,-0.44259703,8.2256715e-06,-0.44259703,8.266983e-06,-0.44282493,8.3773963e-06,-0.44282493,8.4495759e-06,-0.44236912,8.4541677e-06,-0.44259703,8.5491918e-06,-0.44214122,8.5410071e-06,-0.42043474,5.8446277e-06,-0.44227402,8.6328499e-06,-0.44233364,8.6634837e-06,-0.41565132,5.4117066e-06,-0.41609373,5.4845816e-06,-0.40169155,4.134621e-06,-0.41609373,5.5334575e-06,-0.41582479,5.5164653e-06,-0.44122961,8.7028365e-06,-0.38737672,3.0855903e-06,-0.38721418,3.0809935e-06,-0.44054591,8.676106e-06,-0.38737672,3.1173744e-06,-0.38737672,3.123369e-06,-0.38737672,3.1350605e-06,-0.38721418,3.1350216e-06,-0.38721418,3.140528e-06,-0.40152901,4.2797715e-06,-0.40169155,4.3135266e-06
-0.34960122,-9.8408876e-18,-,-,-0.4021658,2.0538434e-06,-0.45632772,4.8719785e-06,-0.44118468,5.71428e-06,-0.45510402,8.2103292e-06,-0.45664372,9.3376278e-06,-0.45730706,9.6988859e-06,-0.4547085,9.5700951e-06,-0.45736912,1.0060116e-05,-0.39986028,3.5713265e-06,-0.45805283,1.0353303e-05,-0.45782493,1.0418006e-05,-0.45759703,1.0432721e-05,-0.45759703,1.0483664e-05,-0.45782493,1.061834e-05,-0.45782493,1.0708625e-05,-0.45736912,1.0719526e-05,-0.45759703,1.0834217e-05,-0.45714122,1.082872e-05,-0.43543474,7.651274e-06,-0.45727402,1.0940671e-05,-0.45733364,1.0977881e-05,-0.43065132,7.1335658e-06,-0.43109373,7.2224701e-06,-0.41669155,5.572957e-06,-0.43109373,7.2829413e-06,-0.43082479,7.2627243e-06,-0.45622961,1.1035203e-05,-0.40237672,4.2577246e-06,-0.40221418,4.2518177e-06,-0.45554591,1.1007536e-05,-0.40237672,4.297813e-06,-0.40237672,4.3053741e-06,-0.40237672,4.3200966e-06,-0.40221418,4.3199071e-06,-0.40221418,4.3268346e-06,-0.41652901,5.753643e-06,-0.41669155,5.7953927e-06
-0.35744337,-4.0291516e-18,-,-,-0.40867334,2.2532767e-06,-0.46382772,5.2093335e-06,-0.45618468,6.7876152e-06,-0.47010402,9.7432028e-06,-0.47164372,1.1305548e-05,-0.47230706,1.1849994e-05,-0.4697085,1.190554e-05,-0.47236912,1.2519672e-05,-0.41486028,4.8562343e-06,-0.47305283,1.2866713e-05,-0.47282493,1.2947498e-05,-0.47259703,1.2967899e-05,-0.47259703,1.302966e-05,-0.47282493,1.3191254e-05,-0.47282493,1.3302572e-05,-0.47236912,1.3322284e-05,-0.47259703,1.34591e-05,-0.47214122,1.3458836e-05,-0.45043474,9.7924668e-06,-0.47227402,1.3594158e-05,-0.47233364,1.3638593e-05,-0.44565132,9.1893018e-06,-0.44609373,9.2958636e-06,-0.43169155,7.3299294e-06,-0.44609373,9.3700353e-06,-0.44582479,9.3467966e-06,-0.47122961,1.3721812e-05,-0.41737672,5.7259249e-06,-0.41721418,5.718691e-06,-0.47054591,1.3695474e-05,-0.41737672,5.7757511e-06,-0.41737672,5.7851362e-06,-0.41737672,5.8033937e-06,-0.41721418,5.8032107e-06,-0.41721418,5.8117899e-06,-0.43152901,7.5523722e-06,-0.43169155,7.6030514e-06
